sumber,tanggal,judul,link,kind,tags
suara surabaya,18-Sep-15,Keabsahan Nama Lucy Diserahkan Tim ke KPU Surabaya,http://politik.suarasurabaya.net/news/2015/159280-Keabsahan-Nama-Lucy-Diserahkan-Tim-ke-KPU-Surabaya,news,Lucy
suara surabaya,18-Sep-15,10 Daerah Penyelenggara Pilkada di Jatim Rawan Konflik,http://politik.suarasurabaya.net/news/2015/159279-10-Daerah-Penyelenggara-Pilkada-di-Jatim-Rawan-Konflik,news,
detik com,18-Sep-15,Wawali Surabaya: Lawan Kotak Kosong atau Calon Tunggal Langsung Menang,http://news.detik.com/berita/3022771/wawali-surabaya-lawan-kotak-kosong-atau-calon-tunggal-langsung-menang,news,
detik com,18-Sep-15,Mungkinkah Bumbung Kosong Usul Megawati Dipakai di Pilkada Calon Tunggal?,http://news.detik.com/berita/3022894/mungkinkah-bumbung-kosong-usul-megawati-dipakai-di-pilkada-calon-tunggal,news,
detik com,18-Sep-15,Menanti MK Selamatkan Pilkada Serentak,http://news.detik.com/berita/3022855/menanti-mk-selamatkan-pilkada-serentak,news,
detik com,18-Sep-15,"Jelang Penetapan Pasangan Calon, Risma: Semoga Tidak Ada yang Aneh",http://news.detik.com/berita/3022980/jelang-penetapan-pasangan-calon-risma-semoga-tidak-ada-yang-aneh,news,Risma
detik com,18-Sep-15,55.928 Calon Pemilih Pilwalkot Surabaya Dicoret dari DPS,http://news.detik.com/jawatimur/3023070/55928-calon-pemilih-pilwalkot-surabaya-dicoret-dari-dps,news,
detik com,18-Sep-15,"Pilkada Serentak di Jatim, Pangdam V: Netralitas Harga Mati",http://news.detik.com/jawatimur/3023097/pilkada-serentak-di-jatim-pangdam-v-netralitas-harga-mati,news,
berita jatim,18-Sep-15,KPU Jatim: Kepentingan Koalisi Majapahit Apa?,http://beritajatim.com/politik_pemerintahan/247993/kpu_jatim:_kepentingan_koalisi_majapahit_apa?.html#.VfzXnvDqeM8,news,
berita jatim,18-Sep-15,"Perbaiki Berkas, Tim Rasiyo-Lucy Sikapi Gugatan Koalisi Mojopahit","http://beritajatim.com/politik_pemerintahan/247980/perbaiki_berkas,_tim_rasiyo-lucy_sikapi_gugatan_koalisi_mojopahit.html#.VfzYj_DqeM8",news,Rasiyo
suara publik,18-Sep-15,"Calon Ngilang, Risma: Pilkada Surabaya Layak Dapat Rekor Dunia",http://suarapubliknews.net/politik/item/3824-calon-ngilang-risma-pilkada-surabaya-layak-dapat-rekor-dunia,news,Risma
suara publik,18-Sep-15,Paslon Rasiyo-Lucy Kembali Lengkapi Persyaratan,http://suarapubliknews.net/politik/item/3827-paslon-rasiyo-lucy-kembali-lengkapi-persyaratan,news,Rasiyo
suara publik,18-Sep-15,PDIP Surabaya Desak Putusan MK Soal Paslon Tunggal,http://suarapubliknews.net/politik/item/3825-pdip-surabaya-desak-putusan-mk-soal-paslon-tunggal,news,
merdeka,18-Sep-15,"Tak ingin gagal, Lucy serahkan berkas akta notaris ke KPU Surabaya",http://www.merdeka.com/politik/tak-ingin-gagal-lucy-serahkan-berkas-akta-notaris-ke-kpu-surabaya.html,news,Lucy
suara surabaya,19-Sep-15,Tim Rasiyo-Lucy Tanggapi Dingin Gugatan Koalisi Majapahit,http://politik.suarasurabaya.net/news/2015/159323-Tim-Rasiyo-Lucy-Tanggapi-Dingin-Gugatan-Koalisi-Majapahit,news,Rasiyo
berita jatim,19-Sep-15,Koalisi Biru: Pendaftaran Rasiyo-Lucy Agar Pilkada Serentak Jalan,http://beritajatim.com/politik_pemerintahan/248037/koalisi_biru:_pendaftaran_rasiyo-lucy_agar_pilkada_serentak_jalan.html#.VgDVmvDqeM8,news,Rasiyo
berita jatim,19-Sep-15,"Lewat PAN, Pasangan Rasio-Lucy Dekati Muhammadiyah","http://beritajatim.com/politik_pemerintahan/248034/lewat_pan,_pasangan_rasio-lucy_dekati_muhammadiyah.html#.VgDV1vDqeM8",news,Lucy
suara surabaya,20-Sep-15,KPU: Kami Jawab Pertanyaan Panwaslu Sesuai Mekanisme yang Ada,http://politik.suarasurabaya.net/news/2015/159372-KPU:-Kami-Jawab-Pertanyaan-Panwaslu-Sesuai-Mekanisme-yang-Ada,news,
suara surabaya,20-Sep-15,Panwaslu: Koalisi Majapahit Masih Bisa Banding ke PTUN,http://politik.suarasurabaya.net/news/2015/159364-Panwaslu:-Koalisi-Majapahit-Masih-Bisa-Banding-ke-PTUN,news,
suara surabaya,20-Sep-15,Bawaslu Temukan Hampir 100 Ribu Pemilih Meninggal Belum Dicoret dari DPS,http://politik.suarasurabaya.net/news/2015/159361-Bawaslu-Temukan-Hampir-100-Ribu-Pemilih-Meninggal-Belum-Dicoret-dari-DPS,news,
suara surabaya,20-Sep-15,Ini Isi Jawaban Panwas Soal Gugatan Koalisi Majapahit,http://politik.suarasurabaya.net/news/2015/159339-Ini-Isi-Jawaban-Panwas-Soal-Gugatan-Koalisi-Majapahit,news,
berita jatim,20-Sep-15,"KPU Jatim: Pelaku Money Politic Tak Dapat Disanksi Hukum, Tapi...","http://beritajatim.com/politik_pemerintahan/248074/kpu_jatim:_pelaku_money_politic_tak_dapat_disanksi_hukum,_tapi....html#.Vf-KyfDqeM8",news,
kompas,20-Sep-15,"Risma-Wisnu Selesaikan Tugas, Rasiyo-Lucy ""Blusukan""",http://regional.kompas.com/read/2015/09/20/17595271/Risma-Wisnu.Selesaikan.Tugas.Rasiyo-Lucy.Blusukan.,news,Risma
detik com,20-Sep-15,"Pilkada Surabaya, Risma: Jangan Dibalas Bila Ada Black Campaign",http://news.detik.com/berita/3023784/pilkada-surabaya-risma-jangan-dibalas-bila-ada-black-campaign,news,Risma
detik com,20-Sep-15,"Soal Black Campaign, Risma Serahkan ke Tuhan",http://news.detik.com/berita/3023736/soal-black-campaign-risma-serahkan-ke-tuhan,news,Risma
detik com,20-Sep-15,"Rasiyo-Lucy Sudah Blusukan untuk Pilkada Surabaya, Bagaimana Risma-Whisnu?",http://news.detik.com/berita/3023788/rasiyo-lucy-sudah-blusukan-untuk-pilkada-surabaya-bagaimana-risma-whisnu,news,Risma
detik com,20-Sep-15,Tim Pemenangan Pamerkan Foto Paslon Risma-Wishnu,http://news.detik.com/berita/3023737/tim-pemenangan-pamerkan-foto-paslon-risma-wishnu,news,Risma
merdeka,20-Sep-15,"Maju Pilwali Surabaya, Risma-Whisnu sudah siapkan slogan kampanye",http://www.merdeka.com/politik/maju-pilwali-surabaya-risma-whisnu-sudah-siapkan-slogan-kampanye.html,news,Risma
merdeka,20-Sep-15,"Ditanya nomor urut, Risma bilang kayak dukun aja",http://www.merdeka.com/politik/ditanya-nomor-urut-risma-bilang-kayak-dukun-aja.html,news,Risma
kompas,20-Sep-15,"Meski Populer, Risma Mengaku Masih Butuh Kampanye",http://regional.kompas.com/read/2015/09/20/15411901/Meski.Populer.Risma.Mengaku.Masih.Butuh.Kampanye?utm_campaign=related&utm_medium=bp&utm_source=news&,news,Risma
suara publik,20-Sep-15,"Rasiyo-Lucy Curi Start, Tim Pemenangan Risma-Whisnu Konsolidasi",http://suarapubliknews.net/politik/item/3833-rasiyo-lucy-curi-start-tim-pemenangan-risma-whisnu-konsolidasi,news,Risma
berita jatim,20-Sep-15,"KPU Jatim: Pelaku Money Politic Tak Dapat Disanksi Hukum, Tapi...","http://beritajatim.com/politik_pemerintahan/248074/kpu_jatim:_pelaku_money_politic_tak_dapat_disanksi_hukum,_tapi....html#.Vf-m6vDqeM8",news,
surabaya news,20-Sep-15,"Hadapi Rasiyo – Lucy, Risma-Wisnu Punya Strategi Jitu",http://surabayanews.co.id/2015/09/20/37056/hadapi-rasiyo-lucy-risma-wisnu-punya-strategi-jitu.html,news,Risma
surabaya news,20-Sep-15,Cek Strategi Pasangan Risma-Wisnu Menangkan Pilkada,http://surabayanews.co.id/2015/09/20/37058/cek-strategi-pasangan-risma-wisnu-menangkan-pilkada.html,news,Risma
antara jatim,20-Sep-15,PDIP Targetkan Raih 250 Relawan Risma-Whisnu,http://www.antarajatim.com/lihat/berita/164744/pdip-targetkan-raih-250-relawan-risma-whisnu,news,Risma
antara jatim,20-Sep-15,Panwaslu Tolak Pengaduan Pelanggaran Pilkada Surabaya,http://www.antarajatim.com/berita/164742/panwaslu-tolak-pengaduan-pelanggaran-pilkada-surabaya?utm_source=fly&utm_medium=related&utm_campaign=news,news,
suara surabaya,21-Sep-15,"Tiga Kali Batal Hearing dengan Komisi A, KPU Gigit Jari","http://politik.suarasurabaya.net/news/2015/159414-Tiga-Kali-Batal-Hearing-dengan-Komisi-A,-KPU-Gigit-Jari",news,
suara surabaya,21-Sep-15,Rasiyo Pasang Stiker One Way di Kaca Lyn Terminal Joyoboyo,http://politik.suarasurabaya.net/news/2015/159396-Rasiyo-Pasang-Stiker-One-Way-di-Kaca-Lyn-Terminal-Joyoboyo,news,Rasiyo
detik com,21-Sep-15,Ini yang Ditakuti Risma-Whisnu di Pilwalkot Surabaya,http://news.detik.com/berita/3024782/ini-yang-ditakuti-risma-whisnu-di-pilwalkot-surabaya,news,Risma
merdeka,21-Sep-15,Risma-Whisnu berdoa jangan ada lagi 'dagelan' politik di Surabaya,http://www.merdeka.com/politik/risma-whisnu-berdoa-jangan-ada-lagi-dagelan-politik-di-surabaya.html,news,Risma
antara jatim,21-Sep-15,Panwaslu Surabaya Turunkan Alat Peraga Kampanye,http://www.antarajatim.com/lihat/berita/164827/panwaslu-surabaya-turunkan-alat-peraga-kampanye,news,
antara jatim,21-Sep-15,"Rasiyo Luncurkan Stiker ""Serasi"" Jelang Pilkada Surabaya",http://www.antarajatim.com/lihat/berita/164794/rasiyo-luncurkan-stiker-serasi-jelang-pilkada-surabaya,news,Rasiyo
berita jatim,21-Sep-15,Ketua Dewan Pers Heran Pilwali Surabaya Krisis Calon,http://beritajatim.com/politik_pemerintahan/248198/ketua_dewan_pers_heran_pilwali_surabaya_krisis_calon.html#.VgDVIvDqeM8,news,
berita jatim,21-Sep-15,Malam Ini Berkas Rasiyo - Lucy Diverifikasi,http://beritajatim.com/politik_pemerintahan/248177/malam_ini_berkas_rasiyo_-_lucy_diverifikasi.html#.VgDVZvDqeM8,news,Rasiyo
suara surabaya,22-Sep-15,"KPU Curi Start Bahas APK dengan LO Paslon, Kenapa?","http://politik.suarasurabaya.net/news/2015/159481-KPU-Curi-Start-Bahas-APK-dengan-LO-Paslon,-Kenapa?",news,
suara surabaya,22-Sep-15,"LO: Sudah Tidak Ada Keraguan, Rasiyo-Lucy Pasti MS","http://politik.suarasurabaya.net/news/2015/159457-LO:-Sudah-Tidak-Ada-Keraguan,-Rasiyo-Lucy-Pasti-MS",news,Rasiyo
suara surabaya,22-Sep-15,DKPP: Jangan Anggap Enteng Pilkada Serentak,http://politik.suarasurabaya.net/news/2015/159446-DKPP:-Jangan-Anggap-Enteng-Pilkada-Serentak,news,
antara jatim,22-Sep-15,KPU Curi Start Sebelum Penetapan Cawali-Cawawali Surabaya,http://www.antarajatim.com/lihat/berita/164879/kpu-curi-start-sebelum-penetapan-cawali-cawawali-surabaya,news,
merdeka,22-Sep-15,"KPU Surabaya gelar sosialisasi, berkas Rasiyo-Lucy diprediksi MS",http://www.merdeka.com/politik/kpu-surabaya-gelar-sosialisasi-berkas-rasiyo-lucy-diprediksi-ms.html,news,Rasiyo
pojok pitu,22-Sep-15,"Undang Lo tim paslon, berkas diprediksi MS",http://pojokpitu.com/baca.php?idurut=14818&&top=1&&ktg=&&keyrbk=Politik&&keyjdl=pilkada,news,
suara publik,22-Sep-15,"Berasumsi Kedua Paslon MS, KPU Masuk ke Tahapan Kampanye",http://suarapubliknews.net/politik/item/3843-berasumsi-kedua-paslon-ms-kpu-masuk-ke-tahapan-kampanye,news,
detik com,24-Sep-15,"Terkait Alat Peraga Kampanye, Rasiyo: Kita Ikuti Aturan",http://news.detik.com/berita-jawa-timur/3027636/terkait-alat-peraga-kampanye-rasiyo-kita-ikuti-aturan,news,Rasiyo
detik com,24-Sep-15,Rasiyo: Arek Suroboyo Nggak Perlu Black Campaign,http://news.detik.com/berita-jawa-timur/3027647/rasiyo-arek-suroboyo-nggak-perlu-black-campaign,news,Rasiyo
detik com,24-Sep-15,"Ditetapkan KPU Penuhi Syarat, Rasiyo-Lucy Sujud Syukur",http://news.detik.com/berita/3027650/ditetapkan-kpu-penuhi-syarat-rasiyo-lucy-sujud-syukur,news,Rasiyo
detik com,24-Sep-15,"Cegah Pelanggaran, Panwaslu Surabaya Pantau Aktivitas Incumbent Risma-Wishnu",http://news.detik.com/berita/3027512/cegah-pelanggaran-panwaslu-surabaya-pantau-aktivitas-incumbent-risma-wishnu,news,Risma
suara surabaya,24-Sep-15,"Risma-Wisnu Janji Meriah, Rasiyo-Lucy Naik Jeep","http://www.suarasurabaya.net/fokus/654/2015/159596-Risma-Wisnu-Janji-Meriah,-Rasiyo-Lucy-Naik-Jee",news,Risma
suara surabaya,24-Sep-15,Pasangan Rasiyo-Lucy Dinyatakan Memenuhi Syarat (MS),http://www.suarasurabaya.net/fokus/654/2015/159595-Pasangan-Rasiyo-Lucy-Dinyatakan-Memenuhi-Syarat-%28MS%29,news,Rasiyo
merdeka,24-Sep-15,"Lolos peserta Pilwali Surabaya, Rasiyo-Lucy gelar sujud syukur",http://www.merdeka.com/politik/lolos-peserta-pilwali-surabaya-rasiyo-lucy-gelar-sujud-syukur.html,news,Rasiyo
kabar gress,24-Sep-15,KPU Tetapkan Kedua Paslon Telah MS,http://kabargress.com/2015/09/24/kpu-tetapkan-kedua-paslon-telah-ms/,news,
kabar gress,25-Sep-15,Risma-Whisnu Munculkan Tagline: ‘Now and Then’,http://kabargress.com/2015/09/25/risma-whisnu-munculkan-tagline-now-and-then/,news,Risma
suara surabaya,25-Sep-15,Data dan Angka Pilwali Surabaya tahun 2005 dan 2010,http://www.suarasurabaya.net/fokus/654/2015/159631-Data-dan-Angka-Pilwali-Surabaya-tahun-2005-dan-2010,news,
suara surabaya,25-Sep-15,"Risma-Wisnu Bernomor Urut Dua, Tebakan Tim Pemenangan Meleset","http://www.suarasurabaya.net/fokus/654/2015/159659-Risma-Wisnu-Bernomor-Urut-Dua,-Tebakan-Tim-Pemenangan-Meleset",news,Risma
suara surabaya,25-Sep-15,"Awalnya, Walikota Surabaya Disebut Burgermeester dan Shi Tyo","http://www.suarasurabaya.net/fokus/654/2015/159642-Awalnya,-Walikota-Surabaya-Disebut-Burgermeester-dan-Shi-Tyo",news,
suara surabaya,25-Sep-15,Risma-Wisnu Berangkat ke KPU Dengan Jeep,http://www.suarasurabaya.net/fokus/654/2015/159647-Risma-Wisnu-Berangkat-ke-KPU-Dengan-Jeep,news,Risma
suara surabaya,25-Sep-15,"Pidato Politik, Risma Lupa Sebut Rasiyo-Lucy","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159661-Pidato-Politik,-Risma-Lupa-Sebut-Rasiyo-Lucy",news,Risma
suara surabaya,25-Sep-15,Lima Komisioner KPU Pimpin Pengambilan Nomor Urut Pasangan Calon,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159652-Lima-Komisioner-KPU-Pimpin-Pengambilan-Nomor-Urut-Pasangan-Calon,news,
suara surabaya,25-Sep-15,"Hasil Undian KPU : Rasiyo-Lucy Nomor Urut 1, Risma-Wisnu Nomor 2","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159654-Hasil-Undian-KPU-:-Rasiyo-Lucy-Nomor-Urut-1,-Risma-Wisnu-Nomor-2",news,Risma
suara surabaya,25-Sep-15,"Ambil Nomor Urut, Pasangan Calon Hanya Boleh Bawa 20 Pendukung","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159645-Ambil-Nomor-Urut,-Pasangan-Calon-Hanya-Boleh-Bawa-20-Pendukung",news,
suara surabaya,25-Sep-15,Dua Paslon Hadiri Deklarasi Siap Dipilih dan Tidak Dipilih,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159673-Dua-Paslon-Hadiri-Deklarasi-Siap-Dipilih-dan-Tidak-Dipilih,news,
suara surabaya,25-Sep-15,Makna Nomor Bagi Kedua Paslon Pilwali Surabaya,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159671-Makna-Nomor-Bagi-Kedua-Paslon-Pilwali-Surabaya,news,
suara surabaya,25-Sep-15,Dua Janji Risma untuk Masyarakat Surabaya,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159677-Dua-Janji-Risma-untuk-Masyarakat-Surabaya,news,Risma
detik com,25-Sep-15,Rasiyo-Lucy dan Risma-Whisnu Deklarasi Siap Menang Siap Kalah,http://news.detik.com/berita/3028495/rasiyo-lucy-dan-risma-whisnu-deklarasi-siap-menang-siap-kalah,news,Risma
detik com,25-Sep-15,Risma-Whisnu dan Rasiyo-Lucy Diminta Segera Serahkan Materi Kampanye,http://news.detik.com/berita/3028303/risma-whisnu-dan-rasiyo-lucy-diminta-segera-serahkan-materi-kampanye,news,Risma
detik com,25-Sep-15,"Nomor Urut 1, Rasiyo : Alhamdulillah Sesuai Sujud Syukur Saya",http://news.detik.com/berita/3028257/nomor-urut-1-rasiyo--alhamdulillah-sesuai-sujud-syukur-saya,news,Rasiyo
detik com,25-Sep-15,"Diresmikan Risma, Underpass Satelit Diharap Bisa Urai Kemacetan",http://news.detik.com/jawatimur/3028264/diresmikan-risma-underpass-satelit-diharap-bisa-urai-kemacetan,news,Risma
detik com,25-Sep-15,Risma-Whisnu Usung Tagline 'Now and Then',http://news.detik.com/berita-jawa-timur/3028005/risma-whisnu-usung-tagline-now-and-then,news,Risma
kabar gress,26-Sep-15,"Jelang Ambil Nomor Urut, Rasiyo Ziarah Makam Bung Tomo",http://kabargress.com/2015/09/26/jelang-ambil-nomor-urut-rasiyo-ziarah-makam-bung-tomo/,news,Rasiyo
kabar gress,26-Sep-15,"Dapat Nomor Urut 2, Risma-WS Optimis Menang",http://kabargress.com/2015/09/26/dapat-nomor-urut-2-risma-ws-optimis-menang/,news,Risma
suara surabaya,26-Sep-15,Ikrar Damai Dua Paslon Pilwali Surabaya,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159697-Ikrar-Damai-Dua-Paslon-Pilwali-Surabaya,news,
suara surabaya,26-Sep-15,Risma-Wisnu Tinggalkan Cara Kampanye Konvensional,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159724-Risma-Wisnu-Tinggalkan-Cara-Kampanye-Konvensional,news,Risma
suara surabaya,26-Sep-15,Ini Beberapa Alat Peraga Kampanye yang Jadi Target Penertiban Panwaslu,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159713-Ini-Beberapa-Alat-Peraga-Kampanye-yang-Jadi-Target-Penertiban-Panwaslu,news,
suara surabaya,26-Sep-15,"Paklek Rasiyo Bawa SoLucy, Jadi Jargon Kampanye Pasangan Ini","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159711-Paklek-Rasiyo-Bawa-SoLucy,-Jadi-Jargon-Kampanye-Pasangan-Ini",news,Rasiyo
suara surabaya,26-Sep-15,Besok Panwaslu Mulai Bersihkan Seluruh Peraga Kampanye,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159705-Besok-Panwaslu-Mulai-Bersihkan-Seluruh-Peraga-Kampanye,news,
suara surabaya,26-Sep-15,Rasiyo Ajak Timnya Shalat Ghaib untuk Korban Tragedi Mina,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159701-Rasiyo-Ajak-Timnya-Shalat-Ghaib-untuk-Korban-Tragedi-Mina,news,Rasiyo
suara surabaya,26-Sep-15,Risma Pamitan di Car Free Day,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159736-Risma-Pamitan-di-Car-Free-Day,news,Risma
detik com,26-Sep-15,Polisi Beri Pengawalan Khusus untuk Rasiyo-Lucy dan Risma-Whisnu,http://news.detik.com/berita/3028526/polisi-beri-pengawalan-khusus-untuk-rasiyo-lucy-dan-risma-whisnu,news,Risma
suara publik,26-Sep-15,"Risma-Whisnu Utamakan Infrastruktur dan SDM, Rasiyo-Lucy Siap 12 Program",http://suarapubliknews.net/politik/item/3867-risma-whisnu-utamakan-infrastruktur-dan-sdm-rasiyo-lucy-siap-12-program,news,Risma
kompas,27-Sep-15,"Hari Pertama Lengser, Risma Pilih Bersih-bersih Rumah",http://regional.kompas.com/read/2015/09/27/20353411/Hari.Pertama.Lengser.Risma.Pilih.Bersih-bersih.Rumah,news,Risma
suara surabaya,27-Sep-15,Risma Berharap Pj Walikota Konsen Hadapi MEA,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159757-Risma-Berharap-Pj-Walikota-Konsen-Hadapi-MEA,news,Risma
suara surabaya,27-Sep-15,"Minta Libur, Risma Ingin Bersih-bersih Rumah Dulu","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159765-Minta-Libur,-Risma-Ingin-Bersih-bersih-Rumah-Dulu",news,Risma
suara surabaya,27-Sep-15,Panwas Pelototi Enam Daerah Rawan Pelanggaran Kampanye,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159760-Panwas-Pelototi-Enam-Daerah-Rawan-Pelanggaran-Kampanye,news,
suara surabaya,27-Sep-15,"Minta Libur, Risma Ingin Bersih-bersih Rumah Dulu","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159765-Minta-Libur,-Risma-Ingin-Bersih-bersih-Rumah-Dulu",news,Risma
suara surabaya,27-Sep-15,"Risma: 1,5 Triliun APBD Sudah Keluar untuk Konstruksi","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159768-Risma:-1,5-Triliun-APBD-Sudah-Keluar-untuk-Konstruksi",news,Risma
suara surabaya,27-Sep-15,"Kebut Sehari, Panwaslu Tertibkan APK di Terminal Joyoboyo","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159772-Kebut-Sehari,-Panwaslu-Tertibkan-APK-di-Terminal-Joyoboyo",news,
suara surabaya,27-Sep-15,"Jadwal Kampanye Belum Ada, Tim Rasiyo-Lucy Was-Was","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159776-Jadwal-Kampanye-Belum-Ada,-Tim-Rasiyo-Lucy-Was-Was",news,Rasiyo
detik com,27-Sep-15,Panwaslu Copot Alat Peraga Kampanye Milik Risma-Wishnu dan Rasiyo-Lucy,http://news.detik.com/berita/3028956/panwaslu-copot-alat-peraga-kampanye-milik-risma-wishnu-dan-rasiyo-lucy,news,Risma
detik com,27-Sep-15,"Hari Pertama Tidak Jabat Wali Kota Surabaya, Risma Pilih Tidak Kampanye",http://news.detik.com/jawatimur/3029072/hari-pertama-tidak-jabat-wali-kota-surabaya-risma-pilih-tidak-kampanye,news,Risma
detik com,27-Sep-15,"Hari Terakhir Pimpin Kota Surabaya, Risma: Saya Juga Manusia Tak Luput dari Salah",http://news.detik.com/berita-jawa-timur/3029081/hari-terakhir-pimpin-kota-surabaya-risma-saya-juga-manusia-tak-luput-dari-salah,news,Risma
detik com,27-Sep-15,"Lima Tahun Pimpin Surabaya, ini Kata Risma",ews.detik.com/berita-jawa-timur/3029089/lima-tahun-pimpin-surabaya-ini-kata-risma,news,Risma
detik com,27-Sep-15,Kampanye di Media Sosial? Ini yang Harus Dilakukan Tim Rasiyo dan Risma,http://news.detik.com/berita-jawa-timur/3028650/kampanye-di-media-sosial-ini-yang-harus-dilakukan-tim-rasiyo-dan-risma,news,Risma
detik com,27-Sep-15,"Malam Terakhir jadi Wali Kota, ini Pesan Risma untuk PNS di Pemkot Surabaya",http://news.detik.com/jawatimur/3029155/malam-terakhir-jadi-wali-kota-ini-pesan-risma-untuk-pns-di-pemkot-surabaya,news,Risma
merdeka,27-Sep-15,"Tutup jabatan, Whisnu pesan ke Pemuda Surabaya tak lupakan sejarah",http://www.merdeka.com/politik/tutup-jabatan-whisnu-pesan-ke-pemuda-surabaya-tak-lupakan-sejarah.html,news,Whisnu
merdeka,27-Sep-15,"Pamit ke warga Surabaya, Risma-Whisnu selfie di Taman Bungkul",http://www.merdeka.com/politik/pamit-ke-warga-surabaya-risma-whisnu-selfie-di-taman-bungkul.html,news,Risma
surabaya news,27-Sep-15,"Kampanye Pertama, Rasiyo Datangi Seniman Campursari Dan Purnawirawan TNI AL",http://surabayanews.co.id/2015/09/27/38056/kampanye-pertama-rasiyo-datangi-seniman-campursari-dan-purnawirawan-tni-al.html,news,Rasiyo
suara publik,27-Sep-15,Rasiyo Serang Risma di Musyda Pemuda Muhammadiyah Surabaya,http://suarapubliknews.net/politik/item/3876-rasiyo-serang-risma-di-musyda-pemuda-muhammadiyah-surabaya,news,Risma
suara publik,28-Sep-15,"Pilkada Surabaya Perebutkan Suara Voters Not Vote, Swing Voters dan Floating Mass",http://suarapubliknews.net/politik/item/3877-pilkada-surabaya-perebutkan-suara-voters-not-vote-swing-voters-dan-floating-mass,news,
merdeka,28-Sep-15,"Apel terakhir, Risma-Whisnu minta PNS jaga integritas di Pilkada",http://www.merdeka.com/peristiwa/apel-terakhir-risma-whisnu-minta-pns-jaga-integritas-di-pilkada.html,news,Risma
merdeka,28-Sep-15,"Masa jabatan berakhir 28 September, Risma diganti Pjs atau Plt?",http://www.merdeka.com/peristiwa/masa-jabatan-berakhir-28-september-risma-diganti-pjs-atau-plt.html,news,Risma
merdeka,28-Sep-15,"Soekarwo lantik 5 Pjs, Nurwiyatno resmi gantikan Risma",http://www.merdeka.com/peristiwa/soekarwo-lantik-5-pjs-nurwiyatno-resmi-gantikan-risma.html,news,Risma
merdeka,28-Sep-15,"Kritik Risma, seniman DKJT pilih dukung Rasiyo-Lucy di Pilkada",http://www.merdeka.com/politik/kritik-risma-seniman-dkjt-pilih-dukung-rasiyo-lucy-di-pilkada.html,news,Risma
surabaya news,28-Sep-15,PJ Walikota Harus Bersikap Netral Terhadap Pilkada Surabaya,http://surabayanews.co.id/2015/09/28/38131/pj-walikota-harus-bersikap-netral-terhadap-pilkada-surabaya.html,news,
kompas,28-Sep-15,"Risma: Saya Turun, Pelayanan Publik Harus Tetap Konsisten",http://pilkada.kompas.com/read/2015/09/28/14175901/Risma.Saya.Turun.Pelayanan.Publik.Harus.Tetap.Konsisten,news,Risma
suara surabaya,28-Sep-15,Rasiyo Hadiri Pembukaan Jatim Art Forum 2015,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159835-Rasiyo-Hadiri-Pembukaan-Jatim-Art-Forum-2015,news,Rasiyo
suara surabaya,28-Sep-15,"Kecewa Kepada Risma, Seniman Condong ke Rasiyo-Lucy?","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159831-Kecewa-Kepada-Risma,-Seniman-Condong-ke-Rasiyo-Lucy?",news,Risma
suara surabaya,28-Sep-15,"PDIP Optimistis, Besok MK Kabulkan Pilkada Calon Tunggal","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159807-PDIP-Optimistis,-Besok-MK-Kabulkan-Pilkada-Calon-Tunggal",news,
suara surabaya,28-Sep-15,APK Belum Cetak Karena KPU Belum Terima Desain,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159817-APK-Belum-Cetak-Karena-KPU-Belum-Terima-Desain,news,
suara surabaya,28-Sep-15,"Jadwal Kampanye Baru Jadi, Paslon Sudah Kelayapan","http://www.suarasurabaya.net/roadtobalaikota/news/2015/159814-Jadwal-Kampanye-Baru-Jadi,-Paslon-Sudah-Kelayapan",news,
suara surabaya,28-Sep-15,Risma Minta Pegawai Tetap Bekerja Keras di Bawah Pj Wali Kota,http://www.suarasurabaya.net/roadtobalaikota/news/2015/159811-Risma-Minta-Pegawai-Tetap-Bekerja-Keras-di-Bawah-Pj-Wali-Kota,news,Risma
detik com,28-Sep-15,Gubernur Jatim Lantik Penjabat Wali Kota Surabaya dan 4 Daerah Lain,http://news.detik.com/jawatimur/3029451/gubernur-jatim-lantik-penjabat-wali-kota-surabaya-dan-4-daerah-lain,news,
