kategori,tanggal,judul,deskripsi,page_url,,,
KOMISI VIII,5/03/2016,P2TP2A Papua Barat Perlu Diberdayakan,"Kantor Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak (P2TP2A) Papua Barat di Manokwari perlu diberdayakan. Pasalnya, kantor ini belum memiliki...",http://dpr.go.id/berita/detail/id/13050,,,
PIMPINAN,5/02/2016,"Peringati Hardiknas, Ketua DPR Dorong Edukasi Parlemen","Ketua DPR RI Ade Komarudin memberikan apresiasi yang setinggi-tingginya kepada seluruh pihak yang ikut serta memajukan pendidikan Indonesia. Akom, panggilan...",http://dpr.go.id/berita/detail/id/13049,,,
KOMISI I,5/02/2016,Legislator Apresiasi Kinerja Tiga Institusi Negara Bebaskan 10 WNI,"Anggota Komisi I DPR RI, Darizal Basir, mengapresiasi keberhasilan tiga institusi negara, Kementerian Luar Negeri, Badan Intelejen Negara (BIN) dan...",http://dpr.go.id/berita/detail/id/13048,,,
PIMPINAN,5/02/2016,Pemerintah Tidak Perlu Meminta Maaf ke Keluarga PKI,"Wakil Ketua DPR Fadli Zon mengatakan pemerintah tidak perlu meminta maaf kepada keluarga anggota PKI, karena jika hal tersebut dilakukan,...",http://dpr.go.id/berita/detail/id/13047,,,
KOMISI VIII,5/02/2016,Komisi VIII Kunjungi P2TP2A Papua Barat,Komisi VIII DPR RI kunjungi Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak (P2TP2A) Papua Barat di Manokwari untuk melihat dari...,http://dpr.go.id/berita/detail/id/13046,,,
PIMPINAN,5/02/2016,Tenaga Kerja Ilegal Ancam Kesejahteraan WNI,"Peringatan Hari Buruh Internasional 1 Mei 2016, bisa menjadi momen bagi banyak pihak untuk memperbaiki tidak hanya sistem perburuhan tapi...",http://dpr.go.id/berita/detail/id/13045,,,
PIMPINAN,5/02/2016,Dubes Tiongkok Diminta Penjelasan Terkait Tenaga Kerja Asing,"Wakil Ketua DPR RI, Fadli Zon, menanggapi maraknya kehadiran pekerja ilegal asal Tiongkok di Indonesia, dia mendesak Kementerian Luar Negeri...",http://dpr.go.id/berita/detail/id/13044,,,
KOMISI X,5/02/2016,Legislastor Fasilitasi Kerjasama Unja Dengan Selandia Baru,"Hari Pendidikan Nasional yang diperingati pada 2 Mei setiap tahunnya, biasanya dirayakan berbagai kalangan dengan upacara atau seremonial. Namun hal...",http://dpr.go.id/berita/detail/id/13043,,,
LAIN-LAIN,5/02/2016,Daryatmo Mardiyanto Pimpin Pansus RUU Wawasan Nusantara,"Anggota Komisi VII DPR Daryatmo Mardiyanto terpilih menjadi Ketua Panitia Khusus (Pansus) Rancangan Undang-Undang Wawasan Nusantara. Dikemukakan Daryatmo, RUU yang...",http://dpr.go.id/berita/detail/id/13042,,,
PIMPINAN,5/02/2016,Fadli Zon Gelar Silahturahim Budaya,Wakil Ketua DPR Fadli Zon menggelar Silatuhrahim Budaya dalam rangka mengenang 67 tahun wafatnya Penyair Chairil Anwar dan dua tahun...,http://dpr.go.id/berita/detail/id/13041,,,
PARIPURNA,4/29/2016,DPR Apresiasi Pemerintah Terkait Pembebasan Visa 169 Negara,Dewan Perwakilan Rakyat (DPR) RI mengapresiasi kebijakan pemerintah tentang pembebasan visa bagi warga negara dari 169 negara dan pembentukan Tim...,http://dpr.go.id/berita/detail/id/13040,,,
PARIPURNA,4/29/2016,Delegasi DPR Telah Hadiri Sejumlah Pertemuan Internasional,"Ketua DPR Ade Komarudin mengatakan, berkaitan dengan peran diplomasi parlemen, DPR telah mengirim delegasi untuk menghadiri pertemuan dan sidang organisasi...",http://dpr.go.id/berita/detail/id/13039,,,
PARIPURNA,4/29/2016,Polisi Terkena Kasus Hukum Harus Dihukum Lebih Berat,"Jika seorang oknum aparat kepolisian terkena masalah hokum, terlebih lagi terlibat kasus narkoba itu harus dijatuhi hokuman lebih berat. Hal...",http://dpr.go.id/berita/detail/id/13038,,,
PIMPINAN,4/29/2016,KAP Wisnu B. Soewito dan Rekan Diharapkan Periksa BPK Transparan dan Akuntabilitas,Wakil Ketua DPR RI Taufik Kurniawan berharap agar Kantor Akuntan Publik (KAP) Wisnu B Soewito dan Rekan dapat melakukan pemeriksaan...,http://dpr.go.id/berita/detail/id/13037,,,
PARIPURNA,4/29/2016,DPR Setujui Besaran PTKP,DPR telah meyetujui penyesuaian besaran penghasilan tidak kena pajak (PTKP) yang telah dikonsultasikan dengan pemerintah dan mulai berlaku untuk tahun...,http://dpr.go.id/berita/detail/id/13036,,,
SEKRETARIAT JENDERAL,4/29/2016,Sekjen DPR Tingkatkan Kerjasama dengan Garuda Indonesia,"Dalam rangka meningkatkan kinerja anggota dewan, Sekretaris Jenderal DPR RI Winantuningtyastiti menandatangani perjanjian kerja sama penyediaan layanan sebelum penerbangan dengan...",http://dpr.go.id/berita/detail/id/13035,,,
PARIPURNA,4/29/2016,DPR Putuskan KAP Pemeriksa Pengelolaan Keuangan BPK,"Rapat Paripurna di Gedung DPR RI, Senayan, Jakarta, Jumat (29/4/2016) memutuskan Kantor Akuntan Publik (KAP) Wisnu B. Soewito dan Rekan...",http://dpr.go.id/berita/detail/id/13034,,,
PARIPURNA,4/29/2016,DPR Segera Selesaikan Lima RUU,"Lima rancangan undang-undang (RUU) akan segera diselesaikan pembahasannya pada Masa Sidang V, Mei 2016. Kelimanya adalah RUU Penyelenggaraan Haji dan Umrah,...",http://dpr.go.id/berita/detail/id/13033,,,
PARIPURNA,4/29/2016,Paripurna DPR Lantik Tiga Anggota Dewan PAW,"Paripurna DPR RI masa sidang IV 2015-2016 melantik tiga Anggota DPR Pergantian Antar Waktu (PAW), di Gedung, DPR, Jumat (29/4/2016)....",http://dpr.go.id/berita/detail/id/13032,,,
KOMISI IV,4/29/2016,Cetak Sawah Baru Harus Perhatikan Aspek Teknis,"Anggota Komisi IV DPR RI Muhammad Nasyit Umar mengingatkan Pemerintah, agar dalam menjalankan program cetak sawah, selalu memperhatikan aspek aturan...",http://dpr.go.id/berita/detail/id/13031,,,
KOMISI IX,4/29/2016,Pemakaian Anestesi Bupivacaine Perlu Mendapat Perhatian Lebih Serius,"Ketua Komisi IX DPR Dede Yusuf mengatakan, Kejadian Tidak Diinginkan (KTD) di Lampung terkait pemakaian anestesi Bupivacaine perlu mendapat perhatian...",http://dpr.go.id/berita/detail/id/13030,,,
KOMISI VIII,4/29/2016,DPR Minta Kemenag Negosiasi Garuda Indonesia,"Komisi VIII meminta kepada Kementerian Agama RI untuk melakukan negosiasi harga dengan PT. Garuda Indonesia, agar biaya penerbangan haji dapat...",http://dpr.go.id/berita/detail/id/13029,,,
PIMPINAN,4/29/2016,Fahri Hamzah Hadiri Acara Managing Disruption Amidst Global Change,Wakil Ketua DPR RI Korkesra Fahri Hamzah menghadiri sekaligus menjadi pembicara dalam acara yang digelar oleh Selasar.com dengan tema Managing...,http://dpr.go.id/berita/detail/id/13028,,,
B.K.S.A.P.,4/29/2016,DPR dan Parlemen Australia Sepakat Jadi Penengah Isu Laut China Selatan,"Di sela-sela Pertemuan Asia-Europe Parliamentary Partnership (ASEP) di Mongolia pada Jumat 22 April lalu, Delegasi DPR RI mengadakan pertemuan bilateral...",http://dpr.go.id/berita/detail/id/13027,,,
B.K.S.A.P.,4/29/2016,DPR dan Parlemen Spanyol Sepakat Tingkatkan Kerja Sama,"Delegasi DPR dan delegasi Parlemen Spanyol melangsungkan pertemuan bilateral disela-sela Pertemuan Asia-Europe Parliamentary Partnership Meeting (ASEP) di Mongolia, Jumat (22/4)....",http://dpr.go.id/berita/detail/id/13026,,,
B.K.S.A.P.,4/29/2016,Kerja Sama Regional Jadi Perhatian DPR,"Anggota delegasi DPR RI Abdul Kadir Karding menilai positif pelaksanaan Asia-Europe Parliamentary Partnership Meeting (ASEP) di Mongolia, Jumat (22/4) lalu....",http://dpr.go.id/berita/detail/id/13025,,,
KOMISI VI,4/29/2016,Mayoritas Pekerja Belum Terlatih dan Terdidik,"Mayoritas pekerja Indonesia ternyata belum terdidik dan terlatih, sehingga menurunkan daya tawarnya di hadapan para pengusaha atau pemberi kerja. Pemerintah...",http://dpr.go.id/berita/detail/id/13024,,,
PIMPINAN,4/29/2016,Delegasi DPR dan Parlemen Tiongkok Bertemu di ASEP,Delegasi DPR dalam Pertemuan Asia-Europe Parliamentary Partnership Meeting (ASEP) di Mongolia berkesempatan melangsungkan pertemuan bilateral dengan delegasi parlemen Tiongkok. Wakil...,http://dpr.go.id/berita/detail/id/13023,,,
B.K.S.A.P.,4/29/2016,Pembangunan Infrastruktur dan Konektifitas Daerah Kunci Pertumbuhan Ekonomi,"Dalam rangkaian Pertemuan Asia-Europe Parliamentary Partnership Meeting (ASEP) ke-9 di Mongolia 22 April 2016 lalu, Delegasi DPR RI turut berpartisipasi...",http://dpr.go.id/berita/detail/id/13022,,,
KOMISI IV,4/28/2016,Komisi IV DPR Tinjau Lokasi Penangkaran Jalak Bali di TNBB,"Tim Kunjungan Spesifik Komisi IV DPR meninjau lokasi penangkaran burung Jalak Bali di Taman Nasional Bali Barat (TNBB), Buleleng, Selasa,...",http://dpr.go.id/berita/detail/id/13020,,,
KOMISI III,4/28/2016,Panja RUU KUHP Komisi III: Pemerintah Seolah Ingin Campuri Wewenang Yudikatif,Panitia Kerja (Panja) RUU KUHP (rancangan undang-undang kitab undang-undang hukum pidana) Komisi III DPR RI menilai rencana pemerintah memasukkan Pasal...,http://dpr.go.id/berita/detail/id/13019,,,
PIMPINAN,4/28/2016,Ketua DPR Yakin RUU Pengampunan Pajak Selesai Mei,Ketua DPR RI Ade Komarudin optimistis RUU Pengampunan Pajak akan dapat disetujui menjadi UU pada masa persidangan berikutnya yakni Mei...,http://dpr.go.id/berita/detail/id/13018,,,
KOMISI VIII,4/28/2016,Komisi VIII Dapat Aspirasi Usulan RUU Anti LGBT,"Komisi VIII DPR menerima Gerakan Indonesia Beradab (GIB) yang mengsulkan pentingnya segera dibentuk payung hukum anti LGBT, sebagai upaya mencegah...",http://dpr.go.id/berita/detail/id/13017,,,
KOMISI IX,4/28/2016,Dewan Pengawas BPJS Tidak Boleh Rangkap Jabatan,Anggota Komisi IX DPR John Kenedy Azis meminta Dewan Pengawas (Dewas) BPJS Ketenagakerjaan dan BPJS Kesehatan untuk tidak merangkap jabatan...,http://dpr.go.id/berita/detail/id/13016,,,
PIMPINAN,4/28/2016,DPR Ingin Hubungan Indonesia-Serbia Terus Terjalin Baik,"Ketua DPR RI Ade Komarudin menyambut baik kedatangan Presiden Serbia Tomislav Nikolic ke Gedung DPR RI, Senayan, Jakarta pada Kamis,...",http://dpr.go.id/berita/detail/id/13015,,,
PIMPINAN,4/28/2016,Keberadaan BKD Bisa Jadi Inspirasi Bagi Kemajuan DPR,"Dalam melaksanakan fungsinya, DPR perlu dukungan Badan Keahlian yang mumpuni khususnya dalam menyusun konsep-konsep yang menjadi dasar kebijakan politik, karena...",http://dpr.go.id/berita/detail/id/13014,,,
KOMISI X,4/28/2016,Komisi X Prihatin Masih Rendahnya Daya Serap Anggaran Bekraf,"Komisi X DPR RI menggelar Rapat Dengar Pendapat dengan Kepala Badan Ekonomi Kreatif (BEKRAF) Triawan Munaf, dengan agenda pembahasan tentang...",http://dpr.go.id/berita/detail/id/13013,,,
KOMISI IX,4/28/2016,DPR Apresiasi Dewas BPJS Atas Program Kerja Satu Tahun,"Wakil Ketua komisi IX DPR, Asman Abnur mengapresiasi laporan Dewan Pengawas (Dewas) BPJS Ketenagakerjaan dan BPJS Kesehatan mengenai program kerja...",http://dpr.go.id/berita/detail/id/13012,,,
KOMISI IX,4/28/2016,BPJS Kesehatan Harus Jemput Bola Terkait Defisit Rp 7 triliun,"Anggota Komisi IX DPR Irma Suryani mengatakan adanya defisit mencapai Rp 7 triliun yang dialami BPJS Kesehatan, sebetulnya tidak perlu...",http://dpr.go.id/berita/detail/id/13011,,,
PIMPINAN,4/28/2016,Pimpinan DPR Berharap Tax Amnesty Harus Dipikirkan dengan Matang,"Wakil Ketua DPR RI, Agus Hermanto menilai akan muncul kekhawatiran terjadinya penyalah gunaan undang-undang jika RUU pengampunan pajak yang merupakan...",http://dpr.go.id/berita/detail/id/13010,,,
B.K.S.A.P.,4/28/2016,Indonesia Sudah Berada Jalan Tepat Teruskan Program REDD+,"Permasalahan program REDD+ (Reducing Emission From Deforestation and Degradation) atau Pengurangan Emisi dari Deforestasi dan Degradasi Hutan) masih terhambat, sehingga...",http://dpr.go.id/berita/detail/id/13008,,,
KOMISI VI,4/28/2016,Reklamasi Sebaiknya Hanya Untuk Fasilitas Publik,Proyek reklamasi yang ideal sebaiknya hanya untuk membangun fasilitas publik berupa pelabuhan dan bandara. Reklamasi yang dilakukan untuk membangun kawasan...,http://dpr.go.id/berita/detail/id/13007,,,
KOMISI IV,4/28/2016,Kabupaten Pinrang Miliki Potensi Pertanian yang Luar Biasa,"Anggota Komisi IV DPR RI Andi Nawir mengungkapkan apresiasinya terhadap potensi luar biasa pertanian Sulawesi Selatan, khususnya di Kabupaten Pinrang....",http://dpr.go.id/berita/detail/id/13006,,,
PIMPINAN,4/28/2016,Agus Hermanto Nilai Realisasi Poros Maritim Kurang,Wakil Ketua DPR RI Agus Hermanto mengatakan kinerja pemerintah dinilainya kurang dalam merealisasikan cita-cita poros maritim dunia. “Sekolah-sekolah pendidikan untuk para...,http://dpr.go.id/berita/detail/id/13005,,,
KOMISI X,4/27/2016,Panja Perfilman Usul Revisi UU No 33 Tahun 2009,Panja Perfilman Nasional Komisi X DPR RI hasilkan beberapa rekomendasi dalam upaya meningkatkan kualitas film Indonesia. Salah satu rekomendasi adalah...,http://dpr.go.id/berita/detail/id/13004,,,
KOMISI X,4/27/2016,Jangan ada Ego Sektoral dalam Persiapan Asian Games XVIII,"Wakil Ketua Komisi X DPR Sutan Adil Hendra menegaskan, jangan ada ego sektoral antar daerah tuan rumah penyelenggara Asia Games...",http://dpr.go.id/berita/detail/id/13003,,,
KOMISI X,4/27/2016,Perlunya Koordinasi untuk Sukseskan Asian Games XVIII,Ketua Komisi X DPR RI Teuku Riefky Harsya mengatakan perlu adanya koordinasi untuk mensukseskan Asian Games XVIII Tahun 2018 di...,http://dpr.go.id/berita/detail/id/13002,,,
KOMISI IV,4/27/2016,DPR Minta Menteri KKP Meninjau kembali Permen No.1 Tahun 2015,"Wakil Ketua Komisi IV DPR RI Herman Khairon saat melakukan kunjungan kerja spesifik ke Jawa Timur, meminta Menteri Kelautan dan...",http://dpr.go.id/berita/detail/id/13001,,,
KOMISI IX,4/27/2016,Konsep DPR dan Pemerintah Sama Dalam Melindungi Pekerja Migran di Luar negeri,Ketua Komisi IX DPR Dede Jusuf mengatakan konsep pemikiran DPR dan pemerintah mengenai perlindungan bagi tenaga kerja diluar negeri dalam...,http://dpr.go.id/berita/detail/id/13000,,,
SEKRETARIAT JENDERAL,4/27/2016,Mohammad Mulyadi Tulis Buku Metode Penelitian Yang Lebih Mudah Dipahami,"Pada acara bedah buku yang di selenggarakan oleh Perpustakaan DPR RI, Mohammad Mulyadi, selaku peneliti dan penulis buku, menyampaikan alasan...",http://dpr.go.id/berita/detail/id/12999,,,
SEKRETARIAT JENDERAL,4/27/2016,Perpustakaan DPR Gelar Bedah Buku Karya Mohammad Mulyadi,Perpustakaan DPR RI menggelar acara bedah buku berjudul “Metode Penelitian Praktis Kuantitatif dan Kualitatif” karya peneliti Setjen DPR Mohammad Mulyadi....,http://dpr.go.id/berita/detail/id/12998,,,
KOMISI X,4/27/2016,Raker Komisi X DPR Dengan Kemendikbud Hasilkan Sejumlah Kesimpulan,"Terkait persoalan Ujian Nasioanl (UN) dan masalah guru, Rapat Kerja Komisi X DPR dengan Kementerian Pendidikan dan Kebudayaan RI di...",http://dpr.go.id/berita/detail/id/12996,,,
PIMPINAN,4/27/2016,Wakil Ketua DPR Himbau Bupati Tangerang Stop Reklamasi Pantai Utara Tangerang,"Wakil Ketua DPR RI Kordinator Industri dan Pembangunan (Korinbang), Agus Hermanto menghimbau Bupati Tangerang menghentikan reklamasi Pantai Utara Tangerang. Hal...",http://dpr.go.id/berita/detail/id/12995,,,
KOMISI IV,4/27/2016,Komisi IV Tinjau Lokasi Program Cetak Sawah di Sulsel,"Komisi IV DPR RI melaksanakan kunjungan spesifik ke Provinsi Sulawesi Selatan, guna meninjau langsung program cetak sawah yang sedang digalakkan...",http://dpr.go.id/berita/detail/id/12994,,,
KOMISI VI,4/27/2016,Legislator Tanyakan Persiapan Kemendag Hadapi Ramadan,Bulan Ramadhan merupakan waktu yang mulia bagi segenap mayoritas warga negara Indonesia yang beragam Islam. Tamu terhormat disambut dengan persiapan...,http://dpr.go.id/berita/detail/id/12993,,,
KOMISI IV,4/27/2016,Komisi IV Dukung Penangkaran Jalak Bali,Pelestarian in-situ merupakan usaha pelestarian yang dilakukan di habitat aslinya. Pelestarian ini ditekankan agar suatu jenis satwa di habitat aslinya...,http://dpr.go.id/berita/detail/id/12992,,,
PANITIA KHUSUS,4/27/2016,Pansus Pelindo Temukan Kejanggalan Proyek Kalibaru,Panitia Khusus (Pansus) Hak Angket tentang Pelindo II DPR menemukan sejumlah kejanggalan terkait pembangunan Pelabuhan Kalibaru atau yang lebih dikenal...,http://dpr.go.id/berita/detail/id/12991,,,
KOMISI VI,4/27/2016,Komisi VI dan Mendag Bahas Realisasi Anggaran Triwulan I 2016,"Komisi VI DPR RI menggelar rapat kerja dengan Kementerian Perdagangan membahas realisasi anggaran, kendala mitra kerja, serta pelaksanaan program dari...",http://dpr.go.id/berita/detail/id/12990,,,
KOMISI X,4/27/2016,Komisi X Minta Pemerintah Terus Tingkatkan Sarana dan Prasarana UN,"Komisi X DPR RI menggelar rapat kerja dengan Kementerian Pendidikan dan Kebudayaan RI, Selasa (26/4/2016). Dalam raker ini menyimpulkan tentang...",http://dpr.go.id/berita/detail/id/12989,,,
KOMISI IV,4/27/2016,Komisi IV Tinjau Taman Nasional Bali Barat,DPR RI bersama dengan Pemerintah telah menetapkan Undang-Undang tentang Konservasi Sumber Daya Alam Hayati dan Ekosistemnya (KSDAE) untuk dilakukan penyempurnaan...,http://dpr.go.id/berita/detail/id/12988,,,
KOMISI X,4/27/2016,Infrastruktur Bintan Harus Dibenahi,Wakil Ketua Komisi X DPR RI Sutan Adil Hendra menyatakan infrastruktur di Bintan harus segera dibenahi untuk mendongkrak pariwisata di...,http://dpr.go.id/berita/detail/id/12987,,,
KOMISI II,4/27/2016,Revisi UU Pilkada Diharapkan Tidak Diskriminatif,"Rancangan Undang-Undang (RUU) Pilkada yang kini sedang dirumuskan Komisi II DPR RI dengan pemerintah, diupayakan tidak diskriminatif terhadap semua warga...",http://dpr.go.id/berita/detail/id/12986,,,
LAIN-LAIN,4/27/2016,"Peringati Hari Kartini, PIA DPR Kunjungi Rutan Pondok Bambu","Dalam rangka memperingati Hari Kartini, Persaudaraan Isteri Anggota (PIA) DPR RI mengunjungi rumah tahanan (rutan) Pondok Bambu, Jakarta Timur. ""Kunjungan kami...",http://dpr.go.id/berita/detail/id/12985,,,
KOMISI VII,4/27/2016,Komisi VII Pertanyakan Realisasi Program Listrik 35. 000 MW,"Komisi VII DPR RI menggelar RDP dengan Dirut PLN Sofyan Basir dalam rangka pelaksanaan fungsi pengawasan, Selasa (26/4) di Komplerk...",http://dpr.go.id/berita/detail/id/12984,,,
B.K.S.A.P.,4/26/2016,Ketua BKSAP Terima Dubes Uzbekistan,"Ketua BKSAP Nurhayati Ali Assegaf menerima kunjungan Duta Besar Uzbekistan Shavkat Jamolov pada Selasa, (26/04) di Gedung DPR RI, Senayan,...",http://dpr.go.id/berita/detail/id/12983,,,
B.K.S.A.P.,4/26/2016,Isu Pembangunan Berkelanjutan Perlukan Peran Parpol,Dalam rangka penguatan peran parlemen dalam pelaksanaan Tujuan Pembangunan Berkelanjutan (TPB) Badan Kerja Sama Antar Parlemen (BKSAP) DPR-RI melakukan kunjungan...,http://dpr.go.id/berita/detail/id/12982,,,
KOMISI VI,4/26/2016,Komisi VI Selidiki Pelanggaran Tender di PLN,Panitia Kerja (Panja) Komisi VI DPR RI dalam rapat dengan Perusahaan Listrik Negara (PLN) melakukan penyelidikan dan evaluasi atas kinerja...,http://dpr.go.id/berita/detail/id/12981,,,
KOMISI X,4/26/2016,Indonesia Perlu Terapkan Wisata Halal,"Anggota Komisi X DPR RI, Dadang Rosdiana menilai Indonesia perlu menetapkan halal tourism atau wisata halal di Indonesia, termasuk di...",http://dpr.go.id/berita/detail/id/12980,,,
KOMISI VIII,4/26/2016,Tanggap Bencana Perlu Diajarkan Sejak Usia Dini,Anggota Komisi VIII DPR RI Samsu Lanian menjelaskan bahwa pembelajaran dan pemberdayaan anak sejak usia dini untuk memahami mitigasi bencana...,http://dpr.go.id/berita/detail/id/12979,,,
LAIN-LAIN,4/26/2016,Badan Keahlian Dewan Terima Mahasiswa Universitas Podomoro,"Kepala Badan Keahlian Dewan (BKD) Johnson Rajagukguk menerima mahasiswa Univeristas Podomoro, Fakultas Hukum Bisnis, di ruang kerjanya, Gedung Setjen, Jakarta,...",http://dpr.go.id/berita/detail/id/12977,,,
BADAN LEGISLASI,4/26/2016,Baleg Setujui RUU PIHU,Baleg DPR menyepakati Rancangan Undang-Undang (RUU) Penyelenggaraan Ibadah Haji dan Umrah (PIHU) sebagai pengganti atas Undang-Undang (UU) Nomor 13 Tahun...,http://dpr.go.id/berita/detail/id/12976,,,
KOMISI VII,4/26/2016,Dewan Apresiasi Asosiasi Perusahaan Industri Pengolahan dan Pemurnian,Komisi VII DPR RI memberikan apresiasi kepada Asosiasi Perusahaan Industri Pengolahan dan Pemurnian Indonesia (AP3I) yang telah memberikan penjelasan mengenai...,http://dpr.go.id/berita/detail/id/12975,,,
KOMISI IV,4/26/2016,Komisi IV Bantah Keterangan Genting Group Terkait Izin Kebun Kelapa Sawit,"Komisi IV DPR RI menggelar rapat dengar pendapat umum (RDPU) dengan Direktur Utama PT. Susanti Permai, Dirut PT. Dwi Warna...",http://dpr.go.id/berita/detail/id/12974,,,
B.K.S.A.P.,4/26/2016,Indonesia- Selandia Baru Jalin Kerja Sama Pendidikan,"Selandia Baru (New Zealand) jadi salah satu patner strategis Indonesia dalam mengembangkan kerja sama pendidikan. Program beasiswa, pertukaran pelajar, dan...",http://dpr.go.id/berita/detail/id/12973,,,
KOMISI III,4/25/2016,Permasalahan Lapas Perlu Segera Diselesaikan,"Anggota Komisi III DPR Romahurmuziy menilai, kejadian kerusuhan di Lembaga Permasyarakatan (Lapas) akan terus terulang selama penyebab kerusuhan di lapas...",http://dpr.go.id/berita/detail/id/12972,,,
KOMISI IX,4/25/2016,Panja Pengupahan Terima Masukkan Terkait PP 78,"Panja pengupahan mengapresiasi masukkan KSPSI dan KSPI terkait PP 78 tahun 2015, yang dikeluarkan pemerintah berbarengan dengan paket kebijakan ekonomi...",http://dpr.go.id/berita/detail/id/12971,,,
